Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4169,CA-2016-157924,10/11/2016,10/13/2016,First Class,HA-14920,Helen Andreada,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10000229,Furniture,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,434,2,0.2,-65
4170,CA-2017-100216,4/13/2017,4/14/2017,First Class,HJ-14875,Heather Jas,Home Office,United States,Mesa,Arizona,85204,West,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,31,6,0.2,11
4171,CA-2017-100216,4/13/2017,4/14/2017,First Class,HJ-14875,Heather Jas,Home Office,United States,Mesa,Arizona,85204,West,OFF-PA-10002968,Office Supplies,Paper,Xerox 1973,55,3,0.2,18
4172,CA-2019-100601,11/16/2019,11/20/2019,Standard Class,JK-15370,Jay Kimmel,Consumer,United States,Fresno,California,93727,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,49,7,0,1
4173,CA-2018-152163,7/1/2018,7/1/2018,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",14,2,0,7
4174,CA-2018-152163,7/1/2018,7/1/2018,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203,South,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,13,2,0,6
4175,CA-2018-152163,7/1/2018,7/1/2018,Same Day,JF-15355,Jay Fein,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58,2,0,28
4176,CA-2017-154340,11/29/2017,11/30/2017,First Class,EK-13795,Eileen Kiefer,Home Office,United States,Santa Ana,California,92704,West,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",56,2,0,16
4177,CA-2016-128846,4/7/2016,4/12/2016,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203,South,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,630,5,0,164
4178,CA-2016-128846,4/7/2016,4/12/2016,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Columbia,South Carolina,29203,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,123,3,0,60
4179,CA-2018-148593,6/16/2018,6/18/2018,Second Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",46,5,0,22
4180,US-2019-119039,3/6/2019,3/10/2019,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,San Francisco,California,94109,West,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,15,9,0.2,5
4181,CA-2019-128426,10/7/2019,10/11/2019,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,4,5,0.8,-6
4182,US-2019-136868,10/6/2019,10/12/2019,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,10035,East,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,320,4,0,115
4183,US-2019-136868,10/6/2019,10/12/2019,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,10035,East,OFF-PA-10002377,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17,3,0,8
4184,US-2019-136868,10/6/2019,10/12/2019,Standard Class,CR-12820,Cyra Reiten,Home Office,United States,New York City,New York,10035,East,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,345,3,0,10
4185,CA-2018-143749,12/5/2018,12/7/2018,First Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Franklin,Massachusetts,2038,East,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,82,1,0,20
4186,CA-2018-111493,10/21/2018,10/22/2018,First Class,CM-12160,Charles McCrossin,Consumer,United States,Baltimore,Maryland,21215,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98,6,0,10
4187,CA-2019-112536,5/18/2019,5/23/2019,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",7,7,0.8,-11
4188,CA-2019-112536,5/18/2019,5/23/2019,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",2,1,0.8,-3
4189,CA-2019-112536,5/18/2019,5/23/2019,Standard Class,SG-20890,Susan Gilcrest,Corporate,United States,Mcallen,Texas,78501,Central,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,9,2,0.2,1
4190,CA-2018-157714,9/26/2018,10/1/2018,Second Class,CS-12175,Charles Sheldon,Corporate,United States,Iowa City,Iowa,52240,Central,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),10,1,0,4
4191,CA-2019-166709,11/17/2019,11/22/2019,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Newark,Delaware,19711,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,10500,3,0,5040
4192,CA-2017-129392,7/8/2017,7/8/2017,Same Day,DM-13015,Darrin Martin,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004248,Office Supplies,Paper,Xerox 1990,21,5,0.2,7
4193,CA-2017-150875,11/16/2017,11/20/2017,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,West,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,696,2,0,160
4194,CA-2017-150875,11/16/2017,11/20/2017,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Boise,Idaho,83704,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,305,3,0.2,23
4195,CA-2017-154200,6/18/2017,6/22/2017,Standard Class,BG-11740,Bruce Geld,Consumer,United States,San Diego,California,92105,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",52,2,0,15
4196,CA-2018-124233,4/8/2018,4/14/2018,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",25,5,0,10
4197,US-2017-134271,4/18/2017,4/23/2017,Second Class,RF-19735,Roland Fjeld,Consumer,United States,New York City,New York,10024,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,22,3,0,10
4198,US-2018-161683,12/3/2018,12/8/2018,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,395,4,0.2,94
4199,US-2018-161683,12/3/2018,12/8/2018,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",18,4,0.7,-15
4200,CA-2017-143105,12/10/2017,12/10/2017,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7,1,0,3
4201,CA-2017-143105,12/10/2017,12/10/2017,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,800,2,0.2,250
4202,CA-2017-143105,12/10/2017,12/10/2017,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",41,6,0,19
4203,CA-2017-143105,12/10/2017,12/10/2017,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,185,7,0,85
4204,CA-2016-145387,10/31/2016,11/2/2016,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,49,5,0,19
4205,CA-2016-145387,10/31/2016,11/2/2016,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",10,2,0,5
4206,CA-2016-145387,10/31/2016,11/2/2016,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",15,2,0,4
4207,CA-2016-145387,10/31/2016,11/2/2016,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,34,2,0,16
4208,CA-2016-145387,10/31/2016,11/2/2016,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,18,3,0,8
4209,CA-2016-145387,10/31/2016,11/2/2016,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,1605,5,0,481
4210,CA-2016-145387,10/31/2016,11/2/2016,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",386,1,0.3,-61
4211,CA-2019-109715,12/9/2019,12/14/2019,Standard Class,AH-10585,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,16,2,0.2,5
4212,CA-2016-166457,5/5/2016,5/9/2016,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",9,3,0,4
4213,CA-2016-166457,5/5/2016,5/9/2016,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-AR-10003651,Office Supplies,Art,Newell 350,7,2,0,2
4214,CA-2016-166457,5/5/2016,5/9/2016,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,25,2,0,12
4215,CA-2018-164637,3/4/2018,3/8/2018,Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana,46544,Central,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",128,3,0,64
4216,CA-2016-103590,11/30/2016,12/4/2016,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550,East,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,62,4,0,29
4217,CA-2017-111234,2/18/2017,2/22/2017,Standard Class,AB-10600,Ann Blume,Corporate,United States,Los Angeles,California,90004,West,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,9,3,0,4
4218,CA-2019-149881,4/1/2019,4/3/2019,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",483,8,0.15,85
4219,CA-2019-149881,4/1/2019,4/3/2019,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4800,2,0.2,360
4220,CA-2019-134565,6/11/2019,6/13/2019,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,38,2,0,18
4221,CA-2019-134565,6/11/2019,6/13/2019,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18,6,0.2,7
4222,CA-2019-134565,6/11/2019,6/13/2019,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,386,5,0.2,130
4223,CA-2019-134565,6/11/2019,6/13/2019,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",103,2,0,1
4224,CA-2019-134565,6/11/2019,6/13/2019,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,174,3,0,42
4225,CA-2018-108644,9/30/2018,10/3/2018,First Class,SJ-20215,Sarah Jordon,Consumer,United States,Quincy,Illinois,62301,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2,2,0.8,-3
4226,US-2016-102631,12/13/2016,12/17/2016,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,94,3,0.6,-42
4227,CA-2019-120327,11/11/2019,11/16/2019,Standard Class,WB-21850,William Brown,Consumer,United States,Urbandale,Iowa,50322,Central,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",46,4,0,22
4228,CA-2017-154970,1/5/2017,1/10/2017,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Seattle,Washington,98103,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,62,1,0.2,-7
4229,CA-2018-113803,3/24/2018,3/26/2018,First Class,VG-21805,Vivek Grady,Corporate,United States,Richmond,Indiana,47374,Central,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22,1,0,10
4230,CA-2019-100223,7/5/2019,7/10/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332,9,0.6,-349
4231,CA-2019-100223,7/5/2019,7/10/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",11,9,0.8,-18
4232,CA-2019-100223,7/5/2019,7/10/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,16,3,0.2,6
4233,CA-2019-100223,7/5/2019,7/10/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,31,6,0.2,11
4234,CA-2019-100223,7/5/2019,7/10/2019,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,6,1,0.8,-10
4235,CA-2016-168823,9/21/2016,9/24/2016,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11,3,0.2,4
4236,CA-2016-168823,9/21/2016,9/24/2016,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,21,9,0.2,7
4237,CA-2018-162404,7/23/2018,7/27/2018,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Rockford,Illinois,61107,Central,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",11,4,0.8,-19
4238,CA-2019-104024,8/29/2019,9/3/2019,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001972,Office Supplies,Art,Newell 323,9,7,0.2,1
4239,CA-2019-147144,3/26/2019,3/28/2019,First Class,MZ-17335,Maria Zettner,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",20,1,0,6
4240,CA-2019-158673,12/29/2019,1/4/2020,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Grand Rapids,Michigan,49505,Central,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,210,2,0,101
4241,CA-2016-133704,9/20/2016,9/26/2016,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,44,4,0,12
4242,CA-2016-133704,9/20/2016,9/26/2016,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,20,3,0.2,7
4243,CA-2018-159142,4/4/2018,4/5/2018,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,150,3,0,6
4244,CA-2018-159142,4/4/2018,4/5/2018,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",28,3,0,13
4245,CA-2016-138436,3/26/2016,3/30/2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,66,3,0,9
4246,CA-2019-117702,11/28/2019,12/4/2019,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,2,1,0,1
4247,CA-2019-117702,11/28/2019,12/4/2019,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049,5,0,273
4248,CA-2019-117702,11/28/2019,12/4/2019,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",21,5,0,8
4249,CA-2018-157336,12/1/2018,12/5/2018,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",88,6,0,41
4250,CA-2018-157336,12/1/2018,12/5/2018,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,752,4,0,150
4251,CA-2016-168130,9/19/2016,9/19/2016,Same Day,BS-11365,Bill Shonely,Corporate,United States,New York City,New York,10011,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,887,7,0.1,177
4252,CA-2017-155068,10/23/2017,10/23/2017,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,56,7,0.2,-13
4253,CA-2017-155068,10/23/2017,10/23/2017,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,11,2,0.2,2
4254,CA-2017-155068,10/23/2017,10/23/2017,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",12,2,0.2,1
4255,CA-2019-163160,10/13/2019,10/16/2019,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,63,3,0.2,21
4256,CA-2019-163160,10/13/2019,10/16/2019,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,97,4,0.8,-145
4257,CA-2019-163160,10/13/2019,10/16/2019,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,10,3,0.6,-7
4258,CA-2017-101924,9/4/2017,9/9/2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Medford,Oregon,97504,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",10,2,0.7,-7
4259,CA-2018-124793,3/14/2018,3/16/2018,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Seattle,Washington,98103,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",197,2,0.2,-22
4260,CA-2019-118367,10/28/2019,11/2/2019,Second Class,LO-17170,Lori Olson,Corporate,United States,New York City,New York,10035,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",48,2,0,24
4261,CA-2019-164819,10/15/2019,10/19/2019,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Fairfield,Connecticut,6824,East,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,13,5,0,6
4262,CA-2019-158344,8/7/2019,8/11/2019,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Moorhead,Minnesota,56560,Central,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,64,4,0,20
4263,CA-2019-123351,9/21/2019,9/25/2019,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Columbus,Georgia,31907,South,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,80,1,0,24
4264,CA-2019-110429,11/3/2019,11/8/2019,Standard Class,DM-13015,Darrin Martin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",12,3,0.7,-8
4265,US-2018-131611,11/5/2018,11/9/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,863,8,0.3,-160
4266,US-2018-131611,11/5/2018,11/9/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,4,3,0.8,-6
4267,US-2018-131611,11/5/2018,11/9/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,957,7,0.32,-225
4268,US-2018-131611,11/5/2018,11/9/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,13,3,0.8,-20
4269,US-2018-131611,11/5/2018,11/9/2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,172,5,0.2,45
4270,US-2019-124821,6/25/2019,6/29/2019,Second Class,AM-10705,Anne McFarland,Consumer,United States,Seattle,Washington,98115,West,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871,4,0,148
4271,CA-2017-166975,11/26/2017,11/30/2017,Standard Class,SH-20635,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,38301,South,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,692,11,0.2,190
4272,CA-2018-123806,11/24/2018,11/27/2018,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Baltimore,Maryland,21215,East,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",208,4,0,85
4273,US-2019-158505,7/21/2019,7/21/2019,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,84107,West,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,72,9,0.2,6
4274,US-2019-158505,7/21/2019,7/21/2019,Same Day,SF-20200,Sarah Foster,Consumer,United States,Murray,Utah,84107,West,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",26,1,0,8
4275,CA-2017-142692,10/23/2017,10/28/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,4,1,0.2,1
4276,CA-2017-123456,7/9/2017,7/13/2017,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Dallas,Texas,75220,Central,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",49,2,0.8,-122
4277,CA-2019-151358,8/18/2019,8/22/2019,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,Seattle,Washington,98105,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323,2,0,61
4278,US-2018-107440,4/16/2018,4/20/2018,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-MA-10001047,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",9100,7,0,2366
4279,US-2018-107440,4/16/2018,4/20/2018,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,10,2,0,3
4280,US-2018-107440,4/16/2018,4/20/2018,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25,5,0,12
